Trait,AccessionNumber,Condition,rep1,rep2,rep3,rep4,rep5,rep6
LeafElongationFactor,Y18,salt,0.7271,0.6249,NA,0.6296,NA,0.4906
LeafHorizWidth,Y18,salt,2.3132,2.0411,NA,1.939,NA,0.6974
LeafPerimeter,Y18,salt,15.3042,12.8376,NA,11.7112,NA,4.3698
LeafSucculence,Y18,salt,9.118125952,9.55008886,NA,9.103742851,NA,10.28350948
LeafVertLength,Y18,salt,3.1814,3.266,NA,3.0799,NA,1.4215
LK,Y18,salt,73.44470046,81.29285015,27.61356565,91.6500994,58.31490046,NA
LNa,Y18,salt,295.0748848,NA,236.8543871,249.304175,241.906294,261.0114192
RDM,Y18,salt,3.89,4.39,3.87,NA,4.53,NA
RFM,Y18,salt,54.28,64.25,79.85,101.3,103.21,42.54
RK,Y18,salt,59.43639611,60.14032743,49.61832061,41.76383294,43.6765302,60.6594513
RL,Y18,salt,17.4,12.1,21.5,13.3,17.3,13.5
RNa,Y18,salt,199.4443342,194.2031407,165.50408,149.1944032,150.4864208,252.9574629
SDM,Y18,salt,21.54,20.38,13.87,17.39,19.34,14.93
SFM,Y18,salt,294.68,280.53,264.17,221.68,225.32,174.66
SL,Y18,salt,4,3.4,4.2,2.9,3.9,2.5
ST,Y18,salt,1.55,1.42,1.47,1.5,1.54,NA
TDM,Y18,salt,29.69,28.48,23.53,27.93,29.09,18.7
TFM,Y18,salt,348.96,344.78,344.02,322.98,328.53,NA
WC,Y18,salt,319.27,316.3,320.49,295.05,299.44,NA
WCn,Y18,salt,0.914918615,0.917396601,NA,0.913524057,0.911454053,0.913904236
dGP,Y18,T0,NA,NA,NA,NA,NA,NA
GPF,Y18,T0,NA,NA,NA,NA,NA,NA
GPI,Y18,T0,176507,207088,159750,183586,147715,204160
L4A,Y18,T0,NA,NA,NA,NA,NA,NA
L4DM,Y18,T0,NA,NA,NA,NA,NA,NA
L4FM,Y18,T0,NA,NA,NA,NA,NA,NA
LeafElongationFactor,Y18,T0,NA,NA,NA,NA,NA,NA
LeafHorizWidth,Y18,T0,NA,NA,NA,NA,NA,NA
LeafPerimeter,Y18,T0,NA,NA,NA,NA,NA,NA
LeafSucculence,Y18,T0,NA,NA,NA,NA,NA,NA
LeafVertLength,Y18,T0,NA,NA,NA,NA,NA,NA
LK,Y18,T0,NA,NA,NA,NA,NA,NA
LNa,Y18,T0,NA,NA,NA,NA,NA,NA
RDM,Y18,T0,0.57,0.89,0.61,0.75,0.75,1.12
RFM,Y18,T0,NA,16.85,16.35,19.87,19.48,20.39
RK,Y18,T0,NA,NA,NA,NA,NA,NA
RL,Y18,T0,6.9,8.6,10.8,11.5,11.4,8
RNa,Y18,T0,NA,NA,NA,NA,NA,NA
SDM,Y18,T0,4.8,5.88,4.12,4.35,4.63,5.94
SFM,Y18,T0,70.08,81.1,57.94,69.83,66.54,80.4
SL,Y18,T0,2.5,2.6,1.9,2,2,2.2
ST,Y18,T0,0.71,0.7,0.67,0.75,0.75,0.79
TDM,Y18,T0,5.37,6.77,4.73,5.1,5.38,7.06
TFM,Y18,T0,80.98,97.95,74.29,89.7,86.02,100.79
WC,Y18,T0,75.61,91.18,69.56,84.6,80.64,93.73
WCn,Y18,T0,0.93368733,0.930883104,0.936330596,0.943143813,0.937456405,0.929953368
dGP,Y19,control,2704659,2180330,4438094,3342876,3409017,4385480
GPF,Y19,control,3014331,2527827,4817888,3724110,3789937,4699407
GPI,Y19,control,309672,347497,379794,381234,380920,313927
L4A,Y19,control,20.9532,17.9583,25.4561,26.8667,30.9641,23.8269
L4DM,Y19,control,27.41,25.97,27.29,27.11,28.3,NA
L4FM,Y19,control,253.1,233.63,323.64,349.18,361.2,286.93
LeafElongationFactor,Y19,control,0.5482,0.5666,0.5821,0.5407,0.5374,0.5061
LeafHorizWidth,Y19,control,6.4294,6.1743,7.2799,6.9907,7.8752,6.0042
LeafPerimeter,Y19,control,73.8212,66.8489,82.0948,82.5609,94.4857,72.2675
LeafSucculence,Y19,control,10.77114713,11.56345534,11.64161046,11.98770225,10.75116021,11.07991388
LeafVertLength,Y19,control,11.7272,10.898,12.5057,12.9287,14.6548,11.8626
LK,Y19,control,111.2144978,136.5212366,94.14543614,82.7459869,88.46500451,96.02272727
LNa,Y19,control,11.54238114,9.149571415,11.23671335,9.019778309,8.591168519,8.257575758
RDM,Y19,control,30.59,23.5,25.46,19.72,24.5,20.71
RFM,Y19,control,583.8,456.76,573.88,442.52,506.11,443.14
RK,Y19,control,111.3501202,81.70613488,60.35520222,42.92809839,109.6322751,83.68250361
RL,Y19,control,22,16,18,13.8,20,13.3
RNa,Y19,control,16.25061008,11.69043992,19.10944167,9.448912015,20.65987002,11.74159032
SDM,Y19,control,114.27,110.77,113.49,95.12,115.4,90.22
SFM,Y19,control,2256.28,2279.34,2285.33,2152.27,NA,1970.63
SL,Y19,control,6.1,6,6.1,5.6,6.2,5.2
ST,Y19,control,3.09,3.2,2.95,2.92,3.26,2.9
TDM,Y19,control,172.27,160.24,166.24,141.95,168.2,133.86
TFM,Y19,control,2840.08,2736.1,2859.21,2594.79,NA,2413.77
WC,Y19,control,2667.81,2575.86,2692.97,2452.84,NA,2279.91
WCn,Y19,control,0.939343258,0.941434889,0.941858066,0.945294224,0.949258027,0.944543183
dGP,Y19,salt,863489,889358,NA,861498,1321095,1211353
GPF,Y19,salt,1191396,1292849,NA,1246070,1666473,1547386
GPI,Y19,salt,327907,403491,447076,384572,345378,336033
L4A,Y19,salt,5.0757,2.4167,7.3599,5.7095,8.1322,7.695
L4DM,Y19,salt,4.53,2.97,8.34,6.87,8.15,7.57
L4FM,Y19,salt,47.26,20.65,76.49,55.33,84.18,78
LeafElongationFactor,Y19,salt,0.7074,0.507,0.7016,0.6051,0.6576,0.6943
LeafHorizWidth,Y19,salt,3.1127,NA,3.6569,3.0106,3.5719,3.5719
LeafPerimeter,Y19,salt,24.6265,18.5476,27.6757,29.21,30.2199,28.336
LeafSucculence,Y19,salt,8.418543255,7.315761162,9.25963668,8.487608372,9.349253585,9.152696556
LeafVertLength,Y19,salt,4.3998,3.8583,5.2121,4.9752,5.4321,5.1444
LK,Y19,salt,54.76246197,121.8891403,59.50110051,83.1613702,54.45218993,52.3924464
LNa,Y19,salt,177.2759186,190.8936652,207.1166544,241.7457697,235.4333816,202.1155757
RDM,Y19,salt,7.21,8.97,NA,7.36,8.55,9.18
RFM,Y19,salt,114.04,146.69,150.3,114.67,137.92,196.19
RK,Y19,salt,70.29860526,64.26081905,NA,56.84465567,59.75110149,53.31265708
RL,Y19,salt,17.6,15,18.5,17,14.2,16.7
RNa,Y19,salt,176.4485631,171.7252396,NA,161.6811108,167.3494628,151.5961713
SDM,Y19,salt,31.95,42.97,49.27,40.55,45.96,46.38
SFM,Y19,salt,558.32,664.44,815.14,670.26,793.86,757.88
SL,Y19,salt,3.7,3.5,4.5,3.5,4,4.2
ST,Y19,salt,1.9,1.11,1.15,1.36,1.87,2.19
TDM,Y19,salt,43.69,54.91,57.61,54.78,62.66,63.13
TFM,Y19,salt,672.36,811.13,965.44,784.93,931.78,954.07
WC,Y19,salt,628.67,756.22,907.83,730.15,869.12,890.94
WCn,Y19,salt,0.93501993,0.932304316,NA,0.930210337,0.932752366,0.933830851
dGP,Y19,T0,NA,NA,NA,NA,NA,NA
GPF,Y19,T0,NA,NA,NA,NA,NA,NA
GPI,Y19,T0,330918,386838,328124,338136,298253,275805
L4A,Y19,T0,NA,NA,NA,NA,NA,NA
L4DM,Y19,T0,NA,NA,NA,NA,NA,NA
L4FM,Y19,T0,NA,NA,NA,NA,NA,NA
LeafElongationFactor,Y19,T0,NA,NA,NA,NA,NA,NA
LeafHorizWidth,Y19,T0,NA,NA,NA,NA,NA,NA
LeafPerimeter,Y19,T0,NA,NA,NA,NA,NA,NA
LeafSucculence,Y19,T0,NA,NA,NA,NA,NA,NA
LeafVertLength,Y19,T0,NA,NA,NA,NA,NA,NA
LK,Y19,T0,NA,NA,NA,NA,NA,NA
LNa,Y19,T0,NA,NA,NA,NA,NA,NA
RDM,Y19,T0,1.45,NA,1.24,1.3,1.4,1.36
RFM,Y19,T0,35.58,39.05,27.9,30.65,33.53,33.43
RK,Y19,T0,NA,NA,NA,NA,NA,NA
RL,Y19,T0,17.9,17,10.5,12.5,13.9,14.2
RNa,Y19,T0,NA,NA,NA,NA,NA,NA
SDM,Y19,T0,10.66,11.28,9.56,11.04,7.82,8.99
SFM,Y19,T0,144.68,164.22,136.98,163.04,125.7,133.67
SL,Y19,T0,3,2.8,2.4,2.7,2.5,3
ST,Y19,T0,1.06,1.24,1.04,1.21,1.06,1.16
TDM,Y19,T0,12.11,12.97,10.8,12.34,9.22,10.35
TFM,Y19,T0,180.26,203.27,164.88,193.69,159.23,167.1
WC,Y19,T0,168.15,190.3,154.08,181.35,150.01,156.75
WCn,Y19,T0,0.932819261,0.936193241,0.934497817,0.936289948,0.942096339,0.938061041
dGP,Y20,control,1916543,1559387,2259785,2538911,3089983,2702602
GPF,Y20,control,2142794,1800546,2539615,2845938,3388713,3019690
GPI,Y20,control,226251,241159,279830,307027,298730,317088
L4A,Y20,control,13.4234,14.5017,18.8788,13.8722,16.7828,14.156
L4DM,Y20,control,13.86,12.02,24.83,17.49,21.09,20.83
L4FM,Y20,control,147.84,140.53,244.3,165.51,202.65,186.44
LeafElongationFactor,Y20,control,0.7241,0.7322,0.6475,0.6612,0.5604,0.6135
LeafHorizWidth,Y20,control,5.3919,5.8851,6.1913,5.4599,5.1878,4.9837
LeafPerimeter,Y20,control,42.2224,43.2129,56.3419,46.8641,52.2439,45.8736
LeafSucculence,Y20,control,9.981077819,8.86171966,11.62520923,10.67026139,10.81821865,11.69892625
LeafVertLength,Y20,control,7.4459,8.0381,9.5612,8.2581,9.2566,8.1228
LK,Y20,control,109.7178683,128.7837522,111.1769262,131.0633698,145.9572593,136.7671034
LNa,Y20,control,9.516345723,12.95619018,11.48220714,11.07958384,12.64044944,10.44622909
RDM,Y20,control,10.7,8.67,22.29,20.68,26.03,25.44
RFM,Y20,control,205.37,164.19,410.37,338.06,425.72,428.21
RK,Y20,control,36.98566805,45.33179012,62.74479489,89.48263911,94.44819735,87.64307173
RL,Y20,control,25.2,20,21.5,18.4,30,31.5
RNa,Y20,control,10.89022448,10.67386831,10.4102247,11.26409982,9.08203858,9.496735109
SDM,Y20,control,53.9,44.03,98.48,85.08,102.55,105.37
SFM,Y20,control,1024.13,911.48,1869.58,1606.25,1874.81,1759.69
SL,Y20,control,6.5,9.5,9.4,8.8,9,8
ST,Y20,control,NA,2.09,2.61,2.65,2.41,2.47
TDM,Y20,control,78.46,64.72,145.6,123.25,149.67,151.64
TFM,Y20,control,1229.5,1075.67,2279.95,1944.31,2300.53,2187.9
WC,Y20,control,1151.04,1010.95,2134.35,1821.06,2150.86,2036.26
WCn,Y20,control,0.936185441,NA,0.93613895,0.936609903,0.934941079,NA
dGP,Y20,salt,-82703,NA,-60074,-51092,NA,NA
GPF,Y20,salt,NA,242987,243925,214349,242559,NA
GPI,Y20,salt,218985,228696,303999,265441,419601,332667
L4A,Y20,salt,NA,NA,1.8706,1.6942,2.4017,NA
L4DM,Y20,salt,4.12,1.44,2.38,2.27,2.79,1.32
L4FM,Y20,salt,11.54,10.84,20.01,16.96,25.3,15.66
LeafElongationFactor,Y20,salt,NA,NA,0.5488,0.846,0.775,NA
LeafHorizWidth,Y20,salt,NA,NA,1.4118,1.9901,2.1772,NA
LeafPerimeter,Y20,salt,NA,NA,13.0707,11.2062,12.0219,NA
LeafSucculence,Y20,salt,NA,NA,9.424783492,8.67075906,9.372527793,NA
LeafVertLength,Y20,salt,NA,NA,2.5722,2.3522,2.8091,NA
LK,Y20,salt,126.0107817,114.3617021,104.0839478,118.27774,97.06796979,91.70153417
LNa,Y20,salt,608.490566,320.7446809,197.1072036,181.0755616,207.9075966,366.1087866
RDM,Y20,salt,4.26,2.74,3.6,3.18,5.09,NA
RFM,Y20,salt,32.52,37.47,51.68,44.42,NA,41.99
RK,Y20,salt,52.5477707,57.29916499,60.52412646,52.13385063,70.18399777,NA
RL,Y20,salt,14.2,18.5,16.9,11.2,20,15.7
RNa,Y20,salt,292.8167021,233.227757,185.6281198,191.5615907,221.9821578,NA
SDM,Y20,salt,NA,17.34,18.61,16.39,18.93,18.86
SFM,Y20,salt,NA,194.68,222.54,191.51,176.13,201.78
SL,Y20,salt,4.7,4.9,NA,4.9,4.8,4.7
ST,Y20,salt,1.17,1.29,1.23,1.17,1.33,1.36
TDM,Y20,salt,20.3,21.52,24.59,21.84,26.81,20.18
TFM,Y20,salt,NA,232.15,274.22,235.93,252.96,243.77
WC,Y20,salt,NA,210.63,NA,214.09,226.15,223.59
WCn,Y20,salt,0.876340156,0.907301314,0.910327474,0.90743017,0.894014864,0.917217049
dGP,Y20,T0,NA,NA,NA,NA,NA,NA
GPF,Y20,T0,NA,NA,NA,NA,NA,NA
GPI,Y20,T0,216732,232289,251542,283933,267919,244799
L4A,Y20,T0,NA,NA,NA,NA,NA,NA
L4DM,Y20,T0,NA,NA,NA,NA,NA,NA
L4FM,Y20,T0,NA,NA,NA,NA,NA,NA
LeafElongationFactor,Y20,T0,NA,NA,NA,NA,NA,NA
LeafHorizWidth,Y20,T0,NA,NA,NA,NA,NA,NA
LeafPerimeter,Y20,T0,NA,NA,NA,NA,NA,NA
LeafSucculence,Y20,T0,NA,NA,NA,NA,NA,NA
LeafVertLength,Y20,T0,NA,NA,NA,NA,NA,NA
LK,Y20,T0,NA,NA,NA,NA,NA,NA
LNa,Y20,T0,NA,NA,NA,NA,NA,NA
RDM,Y20,T0,0.87,0.66,0.95,1.21,0.94,1.41
RFM,Y20,T0,14.94,18.21,21.92,28.67,27.22,35.4
RK,Y20,T0,NA,NA,NA,NA,NA,NA
RL,Y20,T0,10.6,10.7,13.5,15.1,12.4,15
RNa,Y20,T0,NA,NA,NA,NA,NA,NA
SDM,Y20,T0,5.41,5.76,7.59,9.27,7.31,8.39
SFM,Y20,T0,87.43,94.41,118.5,142.15,113.25,117.9
SL,Y20,T0,3.7,3.6,4,4.7,3.2,3.4
ST,Y20,T0,0.82,0.99,1.14,1.21,1.06,1
TDM,Y20,T0,6.28,6.42,8.54,10.48,8.25,9.8
TFM,Y20,T0,102.37,112.62,140.42,170.82,140.47,153.3
WC,Y20,T0,96.09,106.2,131.88,160.34,132.22,143.5
WCn,Y20,T0,0.938653903,0.94299414,0.939182453,0.93864887,0.941268598,0.936073059
dGP,Y21,control,2295625,1495024,1535412,1648574,220468,199224
GPF,Y21,control,2486490,1642281,1691657,1833744,381688,340113
GPI,Y21,control,190865,147257,156245,185170,161220,140889
L4A,Y21,control,25.3219,11.739,14.4893,20.6846,NA,NA
L4DM,Y21,control,27,10.7,12.84,20.17,NA,NA
L4FM,Y21,control,356.58,116.8,144.61,243.14,NA,NA
LeafElongationFactor,Y21,control,0.4854,0.5158,0.4616,0.5985,NA,NA
LeafHorizWidth,Y21,control,5.7831,3.9631,4.1162,6.2083,NA,NA
LeafPerimeter,Y21,control,93.4176,46.1456,59.5464,85.1246,NA,NA
LeafSucculence,Y21,control,13.01561099,9.038248573,9.094297171,10.77951713,NA,NA
LeafVertLength,Y21,control,11.9134,7.6828,8.9181,10.3734,NA,NA
LK,Y21,control,90.72152436,125.8246937,123.700387,103.3771359,NA,NA
LNa,Y21,control,9.178348201,11.0273327,8.044319648,9.7995246,NA,NA
RDM,Y21,control,16.15,7.03,9.23,11.69,NA,NA
RFM,Y21,control,423,243.19,411.26,382.71,NA,NA
RK,Y21,control,47.06894433,12.2798103,12.56125165,39.62050563,NA,NA
RL,Y21,control,21.6,21,22.2,19.1,NA,NA
RNa,Y21,control,9.131129409,5.483570461,4.58920976,11.50881354,NA,NA
SDM,Y21,control,76.12,41.37,51.58,57.93,NA,NA
SFM,Y21,control,1828.25,1212.2,1377.04,1566.64,NA,NA
SL,Y21,control,5.6,7,8.3,6.3,NA,NA
ST,Y21,control,2.95,2.72,3.11,3.02,NA,NA
TDM,Y21,control,119.27,59.1,73.65,89.79,NA,NA
TFM,Y21,control,2251.25,1455.39,1788.3,1949.35,NA,NA
WC,Y21,control,2131.98,1396.29,1714.65,1859.56,NA,NA
WCn,Y21,control,0.947020544,0.959392328,0.958815635,0.953938492,NA,NA
dGP,Y21,salt,583658,399731,410053,249953,322684,47043
GPF,Y21,salt,820020,624683,640935,494641,532455,NA
GPI,Y21,salt,236362,224952,230882,244688,209771,183351
L4A,Y21,salt,4.6241,3.355,1.3381,4.264,3.8601,2.0074
L4DM,Y21,salt,5.09,3.54,1.97,4.66,3.76,2.88
L4FM,Y21,salt,60.82,28.86,12.64,43.23,43.41,33.74
LeafElongationFactor,Y21,salt,0.5783,0.7111,0.5064,0.5482,0.6618,0.8425
LeafHorizWidth,Y21,salt,2.4663,2.2622,NA,2.1431,2.2622,1.939
LeafPerimeter,Y21,salt,21.1112,17.7901,7.7686,19.7711,18.8,11.4975
LeafSucculence,Y21,salt,12.052075,7.546944858,7.973992975,9.045497186,10.27175462,15.37311946
LeafVertLength,Y21,salt,4.2644,3.1814,2.2168,3.9091,3.4183,2.3014
LK,Y21,salt,24.04450027,104.8578199,109.6532334,72.72491574,41.9924338,44.71808166
LNa,Y21,salt,260.5418984,247.0379147,207.1227741,245.786881,228.1210593,NA
RDM,Y21,salt,4.85,5.73,5.71,5.27,4.68,NA
RFM,Y21,salt,74.89,93.89,76.81,83.77,70.25,NA
RK,Y21,salt,49.97144489,56.48820327,54.07876231,54.58598726,48.72655178,NA
RL,Y21,salt,12,15.5,16.5,19,17.8,14.5
RNa,Y21,salt,207.0245574,198.5027223,209.9156118,199.6815287,213.512277,219.590958
SDM,Y21,salt,NA,22.78,22.56,22.31,16.8,11.18
SFM,Y21,salt,NA,364.89,351.92,374.59,290.7,205.22
SL,Y21,salt,5,5,4.5,4.5,4.1,3.5
ST,Y21,salt,1.21,1.01,1.01,2.1,1.5,1.39
TDM,Y21,salt,41.81,32.05,30.24,32.24,25.24,16.64
TFM,Y21,salt,598.46,458.78,428.73,458.36,360.95,254.25
WC,Y21,salt,556.65,426.73,398.49,426.12,335.71,237.61
WCn,Y21,salt,0.930137353,0.930140808,0.929466098,0.929662274,0.930073417,NA
dGP,Y21,T0,NA,NA,NA,NA,NA,NA
GPF,Y21,T0,NA,NA,NA,NA,NA,NA
GPI,Y21,T0,162977,145539,164558,180320,153240,153084
L4A,Y21,T0,NA,NA,NA,NA,NA,NA
L4DM,Y21,T0,NA,NA,NA,NA,NA,NA
L4FM,Y21,T0,NA,NA,NA,NA,NA,NA
LeafElongationFactor,Y21,T0,NA,NA,NA,NA,NA,NA
LeafHorizWidth,Y21,T0,NA,NA,NA,NA,NA,NA
LeafPerimeter,Y21,T0,NA,NA,NA,NA,NA,NA
LeafSucculence,Y21,T0,NA,NA,NA,NA,NA,NA
LeafVertLength,Y21,T0,NA,NA,NA,NA,NA,NA
LK,Y21,T0,NA,NA,NA,NA,NA,NA
LNa,Y21,T0,NA,NA,NA,NA,NA,NA
RDM,Y21,T0,0.94,0.78,0.86,1.17,0.89,1.04
RFM,Y21,T0,21.28,13.71,12.66,19.86,16.9,18.84
RK,Y21,T0,NA,NA,NA,NA,NA,NA
RL,Y21,T0,NA,9.4,10,10.1,10.8,8
RNa,Y21,T0,NA,NA,NA,NA,NA,NA
SDM,Y21,T0,5.58,4.51,5.73,5.9,5.17,5.04
SFM,Y21,T0,74.17,61.27,82.75,83.07,71.77,72.96
SL,Y21,T0,2,2.9,3.3,3.1,2.6,2.4
ST,Y21,T0,0.74,0.7,0.82,NA,0.78,0.79
TDM,Y21,T0,6.52,5.29,6.59,7.07,6.06,6.08
TFM,Y21,T0,95.45,NA,95.41,102.93,88.67,91.8
WC,Y21,T0,88.93,NA,88.82,95.86,82.61,85.72
WCn,Y21,T0,0.931691985,NA,0.930929672,0.931312543,0.931656705,NA
dGP,Y22,control,2161703,2144382,1994793,3598211,2951779,2972874
GPF,Y22,control,2354400,2382150,2188276,3819426,3223920,3201794
GPI,Y22,control,192697,237768,193483,221215,272141,228920
L4A,Y22,control,15.9026,15.6199,17.973,26.2655,24.4961,23.2921
L4DM,Y22,control,20.18,22.68,21.15,24.17,20.4,19.07
L4FM,Y22,control,226.46,238.35,236.93,350.66,311.81,296.12
LeafElongationFactor,Y22,control,0.7567,0.6717,0.5967,0.6717,0.7025,0.569
LeafHorizWidth,Y22,control,5.647,4.8306,4.7966,6.9907,5.7661,5.4599
LeafPerimeter,Y22,control,41.0571,40.0472,48.9617,58.6336,53.0208,55.0795
LeafSucculence,Y22,control,12.97146379,13.80738673,12.00578646,12.43037445,11.89617939,11.89459087
LeafVertLength,Y22,control,7.4628,7.192,8.0381,10.4073,8.2074,9.595
LK,Y22,control,90.89586969,92.73426995,110.2975253,83.46350577,68.11708589,56.30752572
LNa,Y22,control,7.101997285,7.975147216,8.990638613,9.510245337,11.95909543,10.5215665
RDM,Y22,control,19.02,20.85,16.39,19.43,14.96,14.41
RFM,Y22,control,409.98,468.01,416.29,535.76,405.5,391.01
RK,Y22,control,69.82811541,71.22730119,73.14328582,58.29605098,53.515645,34.25385024
RL,Y22,control,NA,17,21,18.7,18.3,19.2
RNa,Y22,control,NA,11.30467841,8.95223806,7.088489919,10.90797358,9.028146575
SDM,Y22,control,63.79,77.71,67.22,86.61,66.35,70.46
SFM,Y22,control,1410.62,1678.18,1527.86,2079.5,1771.36,1952.82
SL,Y22,control,5.2,5.8,6.9,6.8,6.3,8
ST,Y22,control,3.22,3.2,NA,3.26,3.25,3.17
TDM,Y22,control,102.99,121.24,104.76,130.21,101.71,103.94
TFM,Y22,control,1820.6,2146.19,1944.15,2615.26,2176.86,2343.83
WC,Y22,control,1717.61,2024.95,1839.39,2485.05,2075.15,2239.89
WCn,Y22,control,0.943430737,0.943509195,0.946115269,0.950211451,0.953276738,0.95565378
dGP,Y22,salt,NA,336474,472740,404793,297667,404081
GPF,Y22,salt,307660,525294,744978,685183,541510,690641
GPI,Y22,salt,173633,188820,272238,280390,243843,286560
L4A,Y22,salt,2.9132,2.5137,3.9459,4.3754,5.4547,4.6595
L4DM,Y22,salt,3.12,2.94,5.39,5.92,7.06,6.44
L4FM,Y22,salt,36.59,33.37,48.51,61.88,100.75,67.05
LeafElongationFactor,Y22,salt,0.8418,0.6853,0.7683,0.7526,0.8334,0.7514
LeafHorizWidth,Y22,salt,2.2792,1.786,2.4833,2.4833,2.8065,2.6704
LeafPerimeter,Y22,salt,9.1475,8.5455,11.5558,11.7694,11.886,11.6529
LeafSucculence,Y22,salt,11.48908417,12.10566098,10.92779847,12.7896878,NA,13.00783346
LeafVertLength,Y22,salt,2.7076,2.6061,3.2322,3.2999,3.3676,3.5537
LK,Y22,salt,51.38930385,49.786395,NA,49.4996426,NA,55.68388055
LNa,Y22,salt,277.8607708,230.2004601,226.461039,271.2651894,279.6456399,246.246494
RDM,Y22,salt,2.78,4.6,5.53,4.91,6.21,6.55
RFM,Y22,salt,40.39,69.98,86.87,87.75,NA,98.13
RK,Y22,salt,64.3445892,61.25726522,70.56798623,52.63157895,46.87184322,58.36427168
RL,Y22,salt,14.9,14.1,13.5,12.5,15,16.5
RNa,Y22,salt,216.6976868,213.3680024,205.9257438,173.5272815,142.7705569,186.7219917
SDM,Y22,salt,16.72,21.89,27.64,31,21.88,21.02
SFM,Y22,salt,NA,372.53,435.93,524.61,398.39,395.13
SL,Y22,salt,4.1,4.6,4.5,5,4,5
ST,Y22,salt,1.51,1.64,1.6,1.58,1.63,1.42
TDM,Y22,salt,22.62,29.43,38.56,41.83,35.15,34.01
TFM,Y22,salt,280.06,442.51,522.8,612.36,553.09,493.26
WC,Y22,salt,257.44,413.08,484.24,570.53,517.94,459.25
WCn,Y22,salt,0.919231593,0.933493028,0.926243305,0.931690509,0.936447956,0.931050562
dGP,Y22,T0,NA,NA,NA,NA,NA,NA
GPF,Y22,T0,NA,NA,NA,NA,NA,NA
GPI,Y22,T0,NA,243287,250157,256084,220014,227522
L4A,Y22,T0,NA,NA,NA,NA,NA,NA
L4DM,Y22,T0,NA,NA,NA,NA,NA,NA
L4FM,Y22,T0,NA,NA,NA,NA,NA,NA
LeafElongationFactor,Y22,T0,NA,NA,NA,NA,NA,NA
LeafHorizWidth,Y22,T0,NA,NA,NA,NA,NA,NA
LeafPerimeter,Y22,T0,NA,NA,NA,NA,NA,NA
LeafSucculence,Y22,T0,NA,NA,NA,NA,NA,NA
LeafVertLength,Y22,T0,NA,NA,NA,NA,NA,NA
LK,Y22,T0,NA,NA,NA,NA,NA,NA
LNa,Y22,T0,NA,NA,NA,NA,NA,NA
RDM,Y22,T0,0.57,0.83,1.24,0.91,1.04,1.35
RFM,Y22,T0,12.96,21.16,37.23,20.54,27.26,33.28
RK,Y22,T0,NA,NA,NA,NA,NA,NA
RL,Y22,T0,13.6,11.6,16,12,14.5,11.5
RNa,Y22,T0,NA,NA,NA,NA,NA,NA
SDM,Y22,T0,5.45,7.88,7.66,8.04,6.77,7.99
SFM,Y22,T0,84.44,124.34,112.14,122.1,104.44,124.58
SL,Y22,T0,3,3.3,2.8,3.7,3.2,3
ST,Y22,T0,1.02,1.22,1.07,1.03,1.06,1.12
TDM,Y22,T0,NA,8.71,8.9,8.95,7.81,9.34
TFM,Y22,T0,NA,145.5,149.37,142.64,131.7,157.86
WC,Y22,T0,NA,136.79,140.47,133.69,123.89,148.52
WCn,Y22,T0,0.938193018,0.940137457,0.940416416,0.937254627,0.940698557,0.94083365
dGP,Y23,control,2235535,2132709,2303846,2766031,4803601,4064249
GPF,Y23,control,2504880,2429568,2599260,3079792,5129369,4400704
GPI,Y23,control,269345,296859,295414,313761,325768,336455
L4A,Y23,control,23.5503,27.7766,24.3139,23.7938,25.033,27.5262
L4DM,Y23,control,22.17,NA,21.82,22.59,21.7,23.86
L4FM,Y23,control,295.22,NA,293.05,283.13,NA,297.95
LeafElongationFactor,Y23,control,0.5208,0.5254,0.5235,0.4739,0.5685,0.5711
LeafHorizWidth,Y23,control,5.8171,6.4634,5.7491,5.3408,6.0892,6.3784
LeafPerimeter,Y23,control,88.3874,100.0597,92.3882,95.0295,89.7275,85.3188
LeafSucculence,Y23,control,11.59433213,12.47596898,11.15534735,10.94991132,9.233811369,9.957422383
LeafVertLength,Y23,control,11.1688,NA,10.9827,11.2703,10.7119,11.1688
LK,Y23,control,99.61545504,69.40035782,78.16244516,86.55100944,116.1583387,106.7167719
LNa,Y23,control,16.48049808,11.38396722,9.401614866,7.714746296,6.835388276,8.245466817
RDM,Y23,control,19.77,17.32,16.46,15.42,23.25,20.62
RFM,Y23,control,457.69,376.68,368.6,357.32,652.09,627.38
RK,Y23,control,53.43441725,60.94167409,38.90498097,30.71073413,70.7652185,36.34056299
RL,Y23,control,21.2,21,12,16.3,19,24.5
RNa,Y23,control,21.00840336,15.33281389,13.97171579,11.18748172,13.50104955,9.649614345
SDM,Y23,control,80.9,93.32,85.6,92.13,106.69,102.88
SFM,Y23,control,1943.81,2228.51,1958.52,2108.99,2567.44,2406.1
SL,Y23,control,6,6.3,5.6,7.2,6.4,5.5
ST,Y23,control,3.25,3.08,3.1,3.06,3.2,3.37
TDM,Y23,control,122.84,137.99,123.88,130.14,151.64,147.36
TFM,Y23,control,2401.5,2605.19,2327.12,2466.31,3219.53,3033.48
WC,Y23,control,2278.66,2467.2,2203.24,2336.17,3067.89,2886.12
WCn,Y23,control,0.948848636,0.947032654,0.946766819,0.947232911,0.952899957,0.951422129
dGP,Y23,salt,901798,878625,NA,950685,828610,997966
GPF,Y23,salt,1193424,1188852,NA,1294021,1191140,1390028
GPI,Y23,salt,291626,310227,327220,343336,362530,392062
