,Trait,AccessionNumber,Species,AccessionName,Condition,variable,value
333,Shoot_fresh_mass,Y13,S.galapagense,LA0483,relative,rep1,0.190478082
334,Plant_fresh_mass,Y13,S.galapagense,LA0483,relative,rep1,0.193584336
335,Root_dry_mass,Y13,S.galapagense,LA0483,relative,rep1,0.312995246
336,Shoot_dry_mass,Y13,S.galapagense,LA0483,relative,rep1,0.250882145
337,Plant_dry_mass,Y13,S.galapagense,LA0483,relative,rep1,0.271130262
338,Water_content,Y13,S.galapagense,LA0483,relative,rep1,0.188753527
339,Green_pixel_count_initial,Y13,S.galapagense,LA0483,relative,rep1,1.437526669
340,Green_pixel_count_final,Y13,S.galapagense,LA0483,relative,rep1,0.325829325
341,Green_pixel_count_difference,Y13,S.galapagense,LA0483,relative,rep1,0.21065418
342,Leaf_fresh_mass,Y13,S.galapagense,LA0483,relative,rep1,0.301610822
343,Leaf_dry_mass,Y13,S.galapagense,LA0483,relative,rep1,0.300330033
344,Root_Na_concentration,Y13,S.galapagense,LA0483,relative,rep1,25.10262199
345,Root_K_concentration,Y13,S.galapagense,LA0483,relative,rep1,1.06650383
346,Leaf_Na_concentration,Y13,S.galapagense,LA0483,relative,rep1,27.80161668
347,Leaf_K_concentration,Y13,S.galapagense,LA0483,relative,rep1,0.758501915
348,Leaf_succulence,Y13,S.galapagense,LA0483,relative,rep1,0.763754691
349,Leaf_vertical_length,Y13,S.galapagense,LA0483,relative,rep1,0.461820292
350,Leaf_horizontal_width,Y13,S.galapagense,LA0483,relative,rep1,0.588022192
351,Leaf_elongation,Y13,S.galapagense,LA0483,relative,rep1,1.273217726
352,Days_to_germination,Y14,S.cheesmaniae,LA0521,relative,rep1,3
353,Days_to_4th_leaf,Y14,S.cheesmaniae,LA0521,relative,rep1,10
354,Leaf_number,Y14,S.cheesmaniae,LA0521,relative,rep1,0.25
355,Root_length,Y14,S.cheesmaniae,LA0521,relative,rep1,0.857142857
356,Stem_length,Y14,S.cheesmaniae,LA0521,relative,rep1,0.276315789
357,Stem_thickness,Y14,S.cheesmaniae,LA0521,relative,rep1,0.133333333
358,Root_fresh_mass,Y14,S.cheesmaniae,LA0521,relative,rep1,0.052458704
359,Shoot_fresh_mass,Y14,S.cheesmaniae,LA0521,relative,rep1,0.057886805
360,Plant_fresh_mass,Y14,S.cheesmaniae,LA0521,relative,rep1,0.057088124
361,Root_dry_mass,Y14,S.cheesmaniae,LA0521,relative,rep1,0.161198288
362,Shoot_dry_mass,Y14,S.cheesmaniae,LA0521,relative,rep1,0.119836122
363,Plant_dry_mass,Y14,S.cheesmaniae,LA0521,relative,rep1,0.13422123
364,Water_content,Y14,S.cheesmaniae,LA0521,relative,rep1,0.053545395
365,Water_concentration,Y14,S.cheesmaniae,LA0521,relative,rep1,-1.30643259
366,Green_pixel_count_initial,Y14,S.cheesmaniae,LA0521,relative,rep1,0.873571956
367,Green_pixel_count_final,Y14,S.cheesmaniae,LA0521,relative,rep1,0.135093543
368,Green_pixel_count_difference,Y14,S.cheesmaniae,LA0521,relative,rep1,0.04078499
369,Leaf_fresh_mass,Y14,S.cheesmaniae,LA0521,relative,rep1,0.123971611
370,Leaf_dry_mass,Y14,S.cheesmaniae,LA0521,relative,rep1,0.171914894
371,Leaf_area,Y14,S.cheesmaniae,LA0521,relative,rep1,0.144942867
372,Root_Na_concentration,Y14,S.cheesmaniae,LA0521,relative,rep1,22.31684666
373,Root_K_concentration,Y14,S.cheesmaniae,LA0521,relative,rep1,1.838627861
374,Leaf_Na_concentration,Y14,S.cheesmaniae,LA0521,relative,rep1,14.88359426
375,Leaf_K_concentration,Y14,S.cheesmaniae,LA0521,relative,rep1,0.887509164
376,Leaf_succulence,Y14,S.cheesmaniae,LA0521,relative,rep1,0.825383407
377,Leaf_perimeter,Y14,S.cheesmaniae,LA0521,relative,rep1,0.225078375
378,Leaf_vertical_length,Y14,S.cheesmaniae,LA0521,relative,rep1,0.326856695
379,Leaf_horizontal_width,Y14,S.cheesmaniae,LA0521,relative,rep1,0.320808652
380,Leaf_elongation,Y14,S.cheesmaniae,LA0521,relative,rep1,0.981507166
381,Days_to_germination,Y15,S.cheesmaniae,LA0522,relative,rep1,3
382,Days_to_4th_leaf,Y15,S.cheesmaniae,LA0522,relative,rep1,11
383,Leaf_number,Y15,S.cheesmaniae,LA0522,relative,rep1,0.333333333
384,Root_length,Y15,S.cheesmaniae,LA0522,relative,rep1,0.328767123
385,Stem_length,Y15,S.cheesmaniae,LA0522,relative,rep1,0.447368421
386,Stem_thickness,Y15,S.cheesmaniae,LA0522,relative,rep1,0.442622951
387,Root_fresh_mass,Y15,S.cheesmaniae,LA0522,relative,rep1,0.131984275
388,Shoot_fresh_mass,Y15,S.cheesmaniae,LA0522,relative,rep1,0.127672149
389,Plant_fresh_mass,Y15,S.cheesmaniae,LA0522,relative,rep1,0.128567415
390,Root_dry_mass,Y15,S.cheesmaniae,LA0522,relative,rep1,0.291028446
391,Shoot_dry_mass,Y15,S.cheesmaniae,LA0522,relative,rep1,0.260306243
392,Plant_dry_mass,Y15,S.cheesmaniae,LA0522,relative,rep1,0.260577705
393,Water_content,Y15,S.cheesmaniae,LA0522,relative,rep1,0.119273019
394,Water_concentration,Y15,S.cheesmaniae,LA0522,relative,rep1,-1.804518429
395,Green_pixel_count_initial,Y15,S.cheesmaniae,LA0522,relative,rep1,1.05448128
396,Green_pixel_count_final,Y15,S.cheesmaniae,LA0522,relative,rep1,0.146760559
397,Green_pixel_count_difference,Y15,S.cheesmaniae,LA0522,relative,rep1,-0.016765869
398,Leaf_dry_mass,Y15,S.cheesmaniae,LA0522,relative,rep1,0.248353716
399,Leaf_area,Y15,S.cheesmaniae,LA0522,relative,rep1,0.205515945
400,Root_K_concentration,Y15,S.cheesmaniae,LA0522,relative,rep1,3.082381052
401,Leaf_perimeter,Y15,S.cheesmaniae,LA0522,relative,rep1,0.244920349
402,Leaf_vertical_length,Y15,S.cheesmaniae,LA0522,relative,rep1,0.40447527
403,Leaf_horizontal_width,Y15,S.cheesmaniae,LA0522,relative,rep1,0.443470259
404,Leaf_elongation,Y15,S.cheesmaniae,LA0522,relative,rep1,1.096582985
405,Days_to_germination,Y16,S.cheesmaniae,LA0524,relative,rep1,3
406,Days_to_4th_leaf,Y16,S.cheesmaniae,LA0524,relative,rep1,10
407,Leaf_number,Y16,S.cheesmaniae,LA0524,relative,rep1,0.5
408,Root_length,Y16,S.cheesmaniae,LA0524,relative,rep1,0.638888889
409,Stem_length,Y16,S.cheesmaniae,LA0524,relative,rep1,0.12
410,Stem_thickness,Y16,S.cheesmaniae,LA0524,relative,rep1,0.375
411,Root_fresh_mass,Y16,S.cheesmaniae,LA0524,relative,rep1,0.096111895
412,Shoot_fresh_mass,Y16,S.cheesmaniae,LA0524,relative,rep1,0.235350734
413,Plant_fresh_mass,Y16,S.cheesmaniae,LA0524,relative,rep1,0.207124834
414,Root_dry_mass,Y16,S.cheesmaniae,LA0524,relative,rep1,0.44047619
415,Shoot_dry_mass,Y16,S.cheesmaniae,LA0524,relative,rep1,0.278157683
416,Plant_dry_mass,Y16,S.cheesmaniae,LA0524,relative,rep1,0.306303453
417,Water_content,Y16,S.cheesmaniae,LA0524,relative,rep1,0.198251431
418,Water_concentration,Y16,S.cheesmaniae,LA0524,relative,rep1,4.113780621
419,Green_pixel_count_initial,Y16,S.cheesmaniae,LA0524,relative,rep1,1.003949917
420,Green_pixel_count_final,Y16,S.cheesmaniae,LA0524,relative,rep1,0.24275404
421,Green_pixel_count_difference,Y16,S.cheesmaniae,LA0524,relative,rep1,0.140940464
422,Leaf_fresh_mass,Y16,S.cheesmaniae,LA0524,relative,rep1,0.284650089
423,Leaf_dry_mass,Y16,S.cheesmaniae,LA0524,relative,rep1,0.396963124
424,Leaf_area,Y16,S.cheesmaniae,LA0524,relative,rep1,0.320759945
425,Root_K_concentration,Y16,S.cheesmaniae,LA0524,relative,rep1,1.735990618
426,Leaf_Na_concentration,Y16,S.cheesmaniae,LA0524,relative,rep1,12.55415664
427,Leaf_K_concentration,Y16,S.cheesmaniae,LA0524,relative,rep1,1.048739397
428,Leaf_succulence,Y16,S.cheesmaniae,LA0524,relative,rep1,0.84992431
429,Leaf_perimeter,Y16,S.cheesmaniae,LA0524,relative,rep1,0.453990594
430,Leaf_vertical_length,Y16,S.cheesmaniae,LA0524,relative,rep1,0.535924701
431,Leaf_horizontal_width,Y16,S.cheesmaniae,LA0524,relative,rep1,0.602945415
432,Leaf_elongation,Y16,S.cheesmaniae,LA0524,relative,rep1,1.125101808
433,Days_to_germination,Y17,S.galapagense,LA0526,relative,rep1,4
434,Days_to_4th_leaf,Y17,S.galapagense,LA0526,relative,rep1,13
435,Green_pixel_count_initial,Y17,S.galapagense,LA0526,relative,rep1,1.519009895
436,Green_pixel_count_final,Y17,S.galapagense,LA0526,relative,rep1,0.17829654
437,Green_pixel_count_difference,Y17,S.galapagense,LA0526,relative,rep1,2.869501354
438,Days_to_germination,Y18,S.galapagense,LA0528,relative,rep1,4
439,Days_to_4th_leaf,Y18,S.galapagense,LA0528,relative,rep1,12
440,Leaf_number,Y18,S.galapagense,LA0528,relative,rep1,0.666666667
441,Root_length,Y18,S.galapagense,LA0528,relative,rep1,0.450643777
442,Stem_length,Y18,S.galapagense,LA0528,relative,rep1,0.428571429
443,Stem_thickness,Y18,S.galapagense,LA0528,relative,rep1,0.4
444,Root_fresh_mass,Y18,S.galapagense,LA0528,relative,rep1,0.268291174
445,Plant_fresh_mass,Y18,S.galapagense,LA0528,relative,rep1,0.224408789
446,Root_dry_mass,Y18,S.galapagense,LA0528,relative,rep1,0.457931034
447,Shoot_dry_mass,Y18,S.galapagense,LA0528,relative,rep1,0.366221833
448,Plant_dry_mass,Y18,S.galapagense,LA0528,relative,rep1,0.353694008
449,Water_content,Y18,S.galapagense,LA0528,relative,rep1,0.216509685
450,Water_concentration,Y18,S.galapagense,LA0528,relative,rep1,-2.295059586
451,Green_pixel_count_initial,Y18,S.galapagense,LA0528,relative,rep1,1.262031
452,Green_pixel_count_final,Y18,S.galapagense,LA0528,relative,rep1,0.256925885
453,Green_pixel_count_difference,Y18,S.galapagense,LA0528,relative,rep1,0.161801159
454,Leaf_fresh_mass,Y18,S.galapagense,LA0528,relative,rep1,0.218045533
455,Leaf_dry_mass,Y18,S.galapagense,LA0528,relative,rep1,0.269620253
456,Leaf_area,Y18,S.galapagense,LA0528,relative,rep1,0.23425984
457,Root_Na_concentration,Y18,S.galapagense,LA0528,relative,rep1,18.99563176
458,Root_K_concentration,Y18,S.galapagense,LA0528,relative,rep1,1.360185415
459,Leaf_K_concentration,Y18,S.galapagense,LA0528,relative,rep1,0.685918787
460,Leaf_succulence,Y18,S.galapagense,LA0528,relative,rep1,0.909440327
461,Leaf_perimeter,Y18,S.galapagense,LA0528,relative,rep1,0.29337387
462,Leaf_vertical_length,Y18,S.galapagense,LA0528,relative,rep1,0.4
463,Leaf_horizontal_width,Y18,S.galapagense,LA0528,relative,rep1,0.507458757
464,Leaf_elongation,Y18,S.galapagense,LA0528,relative,rep1,1.268714012
465,Days_to_germination,Y19,S.cheesmaniae,LA0528B,relative,rep1,3
466,Leaf_number,Y19,S.cheesmaniae,LA0528B,relative,rep1,0.666666667
467,Root_length,Y19,S.cheesmaniae,LA0528B,relative,rep1,-0.073170732
468,Stem_length,Y19,S.cheesmaniae,LA0528B,relative,rep1,0.225806452
469,Stem_thickness,Y19,S.cheesmaniae,LA0528B,relative,rep1,0.413793103
470,Root_fresh_mass,Y19,S.cheesmaniae,LA0528B,relative,rep1,0.143117726
471,Shoot_fresh_mass,Y19,S.cheesmaniae,LA0528B,relative,rep1,0.195889373
472,Plant_fresh_mass,Y19,S.cheesmaniae,LA0528B,relative,rep1,0.18501252
473,Water_content,Y19,S.cheesmaniae,LA0528B,relative,rep1,0.184233056
474,Water_concentration,Y19,S.cheesmaniae,LA0528B,relative,rep1,0.337319131
475,Green_pixel_count_initial,Y19,S.cheesmaniae,LA0528B,relative,rep1,1.058884885
476,Green_pixel_count_final,Y19,S.cheesmaniae,LA0528B,relative,rep1,0.39524392
477,Green_pixel_count_difference,Y19,S.cheesmaniae,LA0528B,relative,rep1,0.31925984
478,Leaf_fresh_mass,Y19,S.cheesmaniae,LA0528B,relative,rep1,0.186724615
479,Leaf_dry_mass,Y19,S.cheesmaniae,LA0528B,relative,rep1,0.16526815
480,Leaf_area,Y19,S.cheesmaniae,LA0528B,relative,rep1,0.242239849
481,Root_Na_concentration,Y19,S.cheesmaniae,LA0528B,relative,rep1,10.85796547
482,Root_K_concentration,Y19,S.cheesmaniae,LA0528B,relative,rep1,0.631329406
483,Leaf_Na_concentration,Y19,S.cheesmaniae,LA0528B,relative,rep1,15.35869561
484,Leaf_K_concentration,Y19,S.cheesmaniae,LA0528B,relative,rep1,0.492403986
485,Leaf_succulence,Y19,S.cheesmaniae,LA0528B,relative,rep1,0.781582793
486,Leaf_perimeter,Y19,S.cheesmaniae,LA0528B,relative,rep1,0.333596582
487,Leaf_vertical_length,Y19,S.cheesmaniae,LA0528B,relative,rep1,0.375179071
488,Leaf_horizontal_width,Y19,S.cheesmaniae,LA0528B,relative,rep1,0.484135378
489,Leaf_elongation,Y19,S.cheesmaniae,LA0528B,relative,rep1,1.290404962
490,Days_to_germination,Y20,S.cheesmaniae,LA0529,relative,rep1,3
491,Days_to_4th_leaf,Y20,S.cheesmaniae,LA0529,relative,rep1,11
492,Leaf_number,Y20,S.cheesmaniae,LA0529,relative,rep1,0.333333333
493,Root_length,Y20,S.cheesmaniae,LA0529,relative,rep1,0.246575342
494,Stem_length,Y20,S.cheesmaniae,LA0529,relative,rep1,0.357142857
495,Stem_thickness,Y20,S.cheesmaniae,LA0529,relative,rep1,0.153508772
496,Root_fresh_mass,Y20,S.cheesmaniae,LA0529,relative,rep1,0.092317387
497,Shoot_fresh_mass,Y20,S.cheesmaniae,LA0529,relative,rep1,0.047197609
498,Plant_fresh_mass,Y20,S.cheesmaniae,LA0529,relative,rep1,0.054820651
499,Root_dry_mass,Y20,S.cheesmaniae,LA0529,relative,rep1,0.344862665
500,Shoot_dry_mass,Y20,S.cheesmaniae,LA0529,relative,rep1,0.134254485
501,Plant_dry_mass,Y20,S.cheesmaniae,LA0529,relative,rep1,0.194236631
502,Water_content,Y20,S.cheesmaniae,LA0529,relative,rep1,0.045281767
503,Water_concentration,Y20,S.cheesmaniae,LA0529,relative,rep1,25.24395636
504,Green_pixel_count_initial,Y20,S.cheesmaniae,LA0529,relative,rep1,0.967885225
505,Green_pixel_count_final,Y20,S.cheesmaniae,LA0529,relative,rep1,0.063600141
506,Green_pixel_count_difference,Y20,S.cheesmaniae,LA0529,relative,rep1,-0.043152176
507,Leaf_fresh_mass,Y20,S.cheesmaniae,LA0529,relative,rep1,0.078057359
508,Root_Na_concentration,Y20,S.cheesmaniae,LA0529,relative,rep1,26.8880318
509,Root_K_concentration,Y20,S.cheesmaniae,LA0529,relative,rep1,1.42076035
510,Leaf_K_concentration,Y20,S.cheesmaniae,LA0529,relative,rep1,1.148498268
511,Days_to_germination,Y21,S.galapagense,LA0530,relative,rep1,4
512,Days_to_4th_leaf,Y21,S.galapagense,LA0530,relative,rep1,13
513,Leaf_number,Y21,S.galapagense,LA0530,relative,rep1,0.666666667
514,Root_length,Y21,S.galapagense,LA0530,relative,rep1,-0.11627907
515,Stem_length,Y21,S.galapagense,LA0530,relative,rep1,0.833333333
516,Stem_thickness,Y21,S.galapagense,LA0530,relative,rep1,0.212669683
517,Root_fresh_mass,Y21,S.galapagense,LA0530,relative,rep1,0.13345116
518,Shoot_fresh_mass,Y21,S.galapagense,LA0530,relative,rep1,0.256202682
519,Plant_fresh_mass,Y21,S.galapagense,LA0530,relative,rep1,0.233328695
520,Root_dry_mass,Y21,S.galapagense,LA0530,relative,rep1,0.257067719
521,Shoot_dry_mass,Y21,S.galapagense,LA0530,relative,rep1,0.372696343
522,Plant_dry_mass,Y21,S.galapagense,LA0530,relative,rep1,0.312993348
523,Water_content,Y21,S.galapagense,LA0530,relative,rep1,0.228932234
524,Water_concentration,Y21,S.galapagense,LA0530,relative,rep1,-0.101420623
525,Green_pixel_count_initial,Y21,S.galapagense,LA0530,relative,rep1,1.238372672
526,Green_pixel_count_final,Y21,S.galapagense,LA0530,relative,rep1,0.329790186
527,Green_pixel_count_difference,Y21,S.galapagense,LA0530,relative,rep1,0.254247972
528,Leaf_fresh_mass,Y21,S.galapagense,LA0530,relative,rep1,0.17056481
529,Leaf_dry_mass,Y21,S.galapagense,LA0530,relative,rep1,0.188518519
530,Leaf_area,Y21,S.galapagense,LA0530,relative,rep1,0.182612679
531,Root_Na_concentration,Y21,S.galapagense,LA0530,relative,rep1,22.67239332
532,Root_K_concentration,Y21,S.galapagense,LA0530,relative,rep1,1.061664875
533,Leaf_Na_concentration,Y21,S.galapagense,LA0530,relative,rep1,28.38657814
534,Leaf_K_concentration,Y21,S.galapagense,LA0530,relative,rep1,0.265036334
535,Leaf_succulence,Y21,S.galapagense,LA0530,relative,rep1,0.925970744
536,Leaf_perimeter,Y21,S.galapagense,LA0530,relative,rep1,0.225987394
537,Leaf_vertical_length,Y21,S.galapagense,LA0530,relative,rep1,0.357949872
538,Leaf_horizontal_width,Y21,S.galapagense,LA0530,relative,rep1,0.426466774
539,Leaf_elongation,Y21,S.galapagense,LA0530,relative,rep1,1.191388546
540,Days_to_germination,Y22,S.cheesmaniae,LA0531,relative,rep1,3
541,Days_to_4th_leaf,Y22,S.cheesmaniae,LA0531,relative,rep1,12
542,Leaf_number,Y22,S.cheesmaniae,LA0531,relative,rep1,1
543,Root_length,Y22,S.cheesmaniae,LA0531,relative,rep1,0.079268293
544,Stem_length,Y22,S.cheesmaniae,LA0531,relative,rep1,0.5
545,Stem_thickness,Y22,S.cheesmaniae,LA0531,relative,rep1,0.222727273
546,Root_fresh_mass,Y22,S.cheesmaniae,LA0531,relative,rep1,0.069089718
547,Shoot_fresh_mass,Y22,S.cheesmaniae,LA0531,relative,rep1,0.117050476
548,Plant_fresh_mass,Y22,S.cheesmaniae,LA0531,relative,rep1,0.106000464
549,Root_dry_mass,Y22,S.cheesmaniae,LA0531,relative,rep1,0.119783198
550,Shoot_dry_mass,Y22,S.cheesmaniae,LA0531,relative,rep1,0.193177923
551,Plant_dry_mass,Y22,S.cheesmaniae,LA0531,relative,rep1,0.171186965
552,Water_content,Y22,S.cheesmaniae,LA0531,relative,rep1,0.102113477
553,Water_concentration,Y22,S.cheesmaniae,LA0531,relative,rep1,-3.620168436
554,Green_pixel_count_initial,Y22,S.cheesmaniae,LA0531,relative,rep1,0.901067479
555,Green_pixel_count_final,Y22,S.cheesmaniae,LA0531,relative,rep1,0.130674482
556,Green_pixel_count_difference,Y22,S.cheesmaniae,LA0531,relative,rep1,0.062000654
557,Leaf_fresh_mass,Y22,S.cheesmaniae,LA0531,relative,rep1,0.161573788
558,Leaf_dry_mass,Y22,S.cheesmaniae,LA0531,relative,rep1,0.154608523
559,Leaf_area,Y22,S.cheesmaniae,LA0531,relative,rep1,0.18319017
560,Root_Na_concentration,Y22,S.cheesmaniae,LA0531,relative,rep1,7.341432203
561,Root_K_concentration,Y22,S.cheesmaniae,LA0531,relative,rep1,0.921471084
562,Leaf_K_concentration,Y22,S.cheesmaniae,LA0531,relative,rep1,0.565364565
563,Leaf_succulence,Y22,S.cheesmaniae,LA0531,relative,rep1,0.885719943
564,Leaf_perimeter,Y22,S.cheesmaniae,LA0531,relative,rep1,0.222799467
565,Leaf_vertical_length,Y22,S.cheesmaniae,LA0531,relative,rep1,0.362812885
566,Leaf_horizontal_width,Y22,S.cheesmaniae,LA0531,relative,rep1,0.403612538
567,Leaf_elongation,Y22,S.cheesmaniae,LA0531,relative,rep1,1.112462006
568,Days_to_germination,Y23,S.galapagense,LA0532,relative,rep1,3
569,Leaf_number,Y23,S.galapagense,LA0532,relative,rep1,0.666666667
570,Root_length,Y23,S.galapagense,LA0532,relative,rep1,-0.138888889
571,Stem_length,Y23,S.galapagense,LA0532,relative,rep1,0.371428571
572,Stem_thickness,Y23,S.galapagense,LA0532,relative,rep1,0.342105263
573,Root_fresh_mass,Y23,S.galapagense,LA0532,relative,rep1,0.148675412
574,Shoot_fresh_mass,Y23,S.galapagense,LA0532,relative,rep1,0.20581988
575,Plant_fresh_mass,Y23,S.galapagense,LA0532,relative,rep1,0.195060104
576,Root_dry_mass,Y23,S.galapagense,LA0532,relative,rep1,0.294590252
577,Shoot_dry_mass,Y23,S.galapagense,LA0532,relative,rep1,0.274306491
578,Plant_dry_mass,Y23,S.galapagense,LA0532,relative,rep1,0.267072111
579,Water_content,Y23,S.galapagense,LA0532,relative,rep1,0.191230421
580,Water_concentration,Y23,S.galapagense,LA0532,relative,rep1,-0.36838948
581,Green_pixel_count_initial,Y23,S.galapagense,LA0532,relative,rep1,1.082722902
582,Green_pixel_count_final,Y23,S.galapagense,LA0532,relative,rep1,0.47643959
583,Green_pixel_count_difference,Y23,S.galapagense,LA0532,relative,rep1,0.403392477
584,Leaf_fresh_mass,Y23,S.galapagense,LA0532,relative,rep1,0.18250796
585,Leaf_dry_mass,Y23,S.galapagense,LA0532,relative,rep1,0.219666216
586,Leaf_area,Y23,S.galapagense,LA0532,relative,rep1,0.205296748
587,Root_Na_concentration,Y23,S.galapagense,LA0532,relative,rep1,9.316182475
588,Root_K_concentration,Y23,S.galapagense,LA0532,relative,rep1,1.159423099
589,Leaf_Na_concentration,Y23,S.galapagense,LA0532,relative,rep1,13.05544106
590,Leaf_K_concentration,Y23,S.galapagense,LA0532,relative,rep1,0.387124251
591,Leaf_succulence,Y23,S.galapagense,LA0532,relative,rep1,0.874299947
592,Leaf_perimeter,Y23,S.galapagense,LA0532,relative,rep1,0.1861125
593,Leaf_vertical_length,Y23,S.galapagense,LA0532,relative,rep1,0.363637992
594,Leaf_horizontal_width,Y23,S.galapagense,LA0532,relative,rep1,0.479534476
595,Leaf_elongation,Y23,S.galapagense,LA0532,relative,rep1,1.318740399
596,Days_to_germination,Y24,S.cheesmaniae,LA0746,relative,rep1,3
597,Days_to_4th_leaf,Y24,S.cheesmaniae,LA0746,relative,rep1,12
598,Leaf_number,Y24,S.cheesmaniae,LA0746,relative,rep1,0.666666667
599,Root_length,Y24,S.cheesmaniae,LA0746,relative,rep1,-0.465116279
600,Stem_thickness,Y24,S.cheesmaniae,LA0746,relative,rep1,0.320987654
601,Root_fresh_mass,Y24,S.cheesmaniae,LA0746,relative,rep1,0.035961518
602,Shoot_fresh_mass,Y24,S.cheesmaniae,LA0746,relative,rep1,0.141112561
603,Plant_fresh_mass,Y24,S.cheesmaniae,LA0746,relative,rep1,0.120641634
604,Root_dry_mass,Y24,S.cheesmaniae,LA0746,relative,rep1,0.124219292
605,Shoot_dry_mass,Y24,S.cheesmaniae,LA0746,relative,rep1,0.241010539
606,Plant_dry_mass,Y24,S.cheesmaniae,LA0746,relative,rep1,0.204840614
607,Water_content,Y24,S.cheesmaniae,LA0746,relative,rep1,0.114280192
608,Water_concentration,Y24,S.cheesmaniae,LA0746,relative,rep1,6.976489143
609,Green_pixel_count_initial,Y24,S.cheesmaniae,LA0746,relative,rep1,1.148069026
610,Green_pixel_count_final,Y24,S.cheesmaniae,LA0746,relative,rep1,0.330011855
611,Leaf_fresh_mass,Y24,S.cheesmaniae,LA0746,relative,rep1,0.197399668
612,Leaf_dry_mass,Y24,S.cheesmaniae,LA0746,relative,rep1,0.15323646
613,Leaf_area,Y24,S.cheesmaniae,LA0746,relative,rep1,0.27452944
614,Root_Na_concentration,Y24,S.cheesmaniae,LA0746,relative,rep1,14.2995775
615,Root_K_concentration,Y24,S.cheesmaniae,LA0746,relative,rep1,1.23560888
616,Leaf_Na_concentration,Y24,S.cheesmaniae,LA0746,relative,rep1,18.55579903
617,Leaf_K_concentration,Y24,S.cheesmaniae,LA0746,relative,rep1,0.825305857
618,Leaf_succulence,Y24,S.cheesmaniae,LA0746,relative,rep1,0.744116517
619,Leaf_perimeter,Y24,S.cheesmaniae,LA0746,relative,rep1,0.301157134
620,Leaf_vertical_length,Y24,S.cheesmaniae,LA0746,relative,rep1,0.404392379
621,Leaf_horizontal_width,Y24,S.cheesmaniae,LA0746,relative,rep1,0.553896927
622,Leaf_elongation,Y24,S.cheesmaniae,LA0746,relative,rep1,1.369740828
623,Days_to_germination,Y25,S.galapagense,LA0747,relative,rep1,5
624,Days_to_4th_leaf,Y25,S.galapagense,LA0747,relative,rep1,14
625,Leaf_number,Y25,S.galapagense,LA0747,relative,rep1,0.666666667
626,Root_length,Y25,S.galapagense,LA0747,relative,rep1,-0.036036036
627,Stem_length,Y25,S.galapagense,LA0747,relative,rep1,0.470588235
628,Stem_thickness,Y25,S.galapagense,LA0747,relative,rep1,0.623529412
629,Root_fresh_mass,Y25,S.galapagense,LA0747,relative,rep1,0.416726813
